"","toa","thr","diffnet_new$toa"
"60030718","Early Majority","High Thresh.",2009
"60030736","Non-Adopters","Non-Adopters",NA
"60030743","Late Majority","High Thresh.",2015
"60030759","Early Majority","Very Low Thresh.",2010
"60030769","Early Adopters","High Thresh.",2003
"60030776","Early Majority","Very Low Thresh.",2010
"60030785","Laggards","Very Low Thresh.",2017
"60030788","Early Adopters","High Thresh.",2000
"60030796","Late Majority","High Thresh.",2011
"60030804","Laggards","High Thresh.",2017
"60030807","Early Majority","High Thresh.",2009
"60030819","Non-Adopters","Non-Adopters",NA
"60030822","Early Adopters","Low Thresh.",2002
"60030824","Laggards","Low Thresh.",2016
"60030835","Early Adopters","Very Low Thresh.",1998
"60030838","Early Majority","High Thresh.",2010
"60030840","Early Majority","High Thresh.",2005
"60030846","Early Adopters","High Thresh.",2004
"60030848","Non-Adopters","Non-Adopters",NA
"60030857","Late Majority","Low Thresh.",2015
"60030873","Early Adopters","High Thresh.",2004
"60030881","Early Majority","Very Low Thresh.",2008
"60030888","Early Adopters","Very Low Thresh.",1999
"60030904","Non-Adopters","Non-Adopters",NA
"60030922","Late Majority","Very Low Thresh.",2014
"60030923","Non-Adopters","Non-Adopters",NA
"60030929","Non-Adopters","Non-Adopters",NA
"60030931","Early Adopters","Very Low Thresh.",2003
"60030939","Early Adopters","High Thresh.",2000
"60030944","Laggards","High Thresh.",2016
"60030952","Non-Adopters","Non-Adopters",NA
"60030953","Late Majority","High Thresh.",2013
"60030961","Early Majority","High Thresh.",2007
"60030964","Laggards","High Thresh.",2017
"60030968","Non-Adopters","Non-Adopters",NA
"60030972","Non-Adopters","Non-Adopters",NA
"60030992","Non-Adopters","Non-Adopters",NA
"60030995","Non-Adopters","Non-Adopters",NA
"60031003","Non-Adopters","Non-Adopters",NA
"60031004","Early Adopters","Low Thresh.",2001
"60031024","Late Majority","High Thresh.",2013
"60031031","Early Majority","Very Low Thresh.",2005
"60031040","Early Adopters","Low Thresh.",1999
"60031041","Early Majority","Low Thresh.",2009
"60031051","Early Majority","High Thresh.",2005
"60031053","Non-Adopters","Non-Adopters",NA
"60031066","Early Adopters","Very Low Thresh.",1997
"60031069","Early Majority","High Thresh.",2007
"60031085","Non-Adopters","Non-Adopters",NA
"60031101","Early Adopters","Low Thresh.",1999
"60031106","Early Majority","High Thresh.",2008
"60031115","Late Majority","High Thresh.",2012
"60031117","Early Adopters","High Thresh.",2004
"60031126","Early Adopters","Very Low Thresh.",2002
"60031138","Non-Adopters","Non-Adopters",NA
"60031155","Early Majority","Low Thresh.",2006
"60031159","Non-Adopters","Non-Adopters",NA
"60031167","Non-Adopters","Non-Adopters",NA
"60031188","Early Adopters","High Thresh.",2000
"60031198","Early Adopters","High Thresh.",2004
"60031203","Early Adopters","Low Thresh.",2003
"60031210","Non-Adopters","Non-Adopters",NA
"60031216","Early Adopters","High Thresh.",1998
"60031226","Late Majority","Low Thresh.",2012
"60031236","Non-Adopters","Non-Adopters",NA
"60031249","Non-Adopters","Non-Adopters",NA
"60031254","Non-Adopters","Non-Adopters",NA
"60031259","Non-Adopters","Non-Adopters",NA
"60031261","Laggards","High Thresh.",2016
"60031298","Laggards","High Thresh.",2016
"60031308","Non-Adopters","Non-Adopters",NA
"60031316","Non-Adopters","Non-Adopters",NA
"60031325","Early Majority","High Thresh.",2007
"60031331","Late Majority","Low Thresh.",2014
"60031335","Non-Adopters","Non-Adopters",NA
"60031346","Non-Adopters","Non-Adopters",NA
"60031353","Non-Adopters","Non-Adopters",NA
"60031356","Late Majority","Low Thresh.",2015
"60031363","Laggards","High Thresh.",2016
"60031376","Non-Adopters","Non-Adopters",NA
"60031404","Non-Adopters","Non-Adopters",NA
"60031407","Non-Adopters","Non-Adopters",NA
"60031411","Non-Adopters","Non-Adopters",NA
"60031419","Early Adopters","Very Low Thresh.",2001
"60031437","Early Adopters","Very Low Thresh.",2004
"60031454","Late Majority","Very Low Thresh.",2015
"60031482","Laggards","Very Low Thresh.",2017
"60031504","Non-Adopters","Non-Adopters",NA
"60031514","Early Majority","Low Thresh.",2006
"60031569","Late Majority","Very Low Thresh.",2012
"60031576","Laggards","High Thresh.",2017
"60031581","Early Adopters","Very Low Thresh.",1997
"60031582","Late Majority","High Thresh.",2012
"60031589","Non-Adopters","Non-Adopters",NA
"60031593","Non-Adopters","Non-Adopters",NA
"60031594","Early Adopters","High Thresh.",1999
"60031607","Non-Adopters","Non-Adopters",NA
"60031612","Non-Adopters","Non-Adopters",NA
"60031615","Early Majority","High Thresh.",2010
"60031624","Early Majority","High Thresh.",2006
"60031662","Non-Adopters","Non-Adopters",NA
"60031668","Non-Adopters","Non-Adopters",NA
"60031699","Late Majority","Very Low Thresh.",2011
"60031703","Early Majority","High Thresh.",2006
"60031706","Laggards","Very Low Thresh.",2016
"60031707","Early Adopters","Low Thresh.",2000
"60031720","Laggards","High Thresh.",2017
"60031742","Non-Adopters","Non-Adopters",NA
"60031744","Late Majority","High Thresh.",2011
"60031773","Late Majority","High Thresh.",2013
"60031777","Late Majority","Very Low Thresh.",2014
"60031779","Laggards","Low Thresh.",2017
"60031792","Non-Adopters","Non-Adopters",NA
"60031798","Late Majority","Very Low Thresh.",2012
"60031805","Non-Adopters","Non-Adopters",NA
"60031806","Early Majority","High Thresh.",2007
"60031809","Non-Adopters","Non-Adopters",NA
"60031810","Early Majority","High Thresh.",2007
"60031813","Non-Adopters","Non-Adopters",NA
"60031814","Non-Adopters","Non-Adopters",NA
"60031818","Laggards","Very Low Thresh.",2017
"60031828","Early Adopters","Very Low Thresh.",2003
"60031841","Late Majority","Very Low Thresh.",2012
"60031846","Late Majority","Low Thresh.",2011
"60031851","Early Adopters","High Thresh.",1998
"60031855","Late Majority","Very Low Thresh.",2012
"60031863","Non-Adopters","Non-Adopters",NA
"60031875","Laggards","High Thresh.",2016
"60031888","Early Majority","Very Low Thresh.",2010
"60031892","Late Majority","Very Low Thresh.",2011
"60031907","Early Majority","High Thresh.",2010
"60031913","Late Majority","High Thresh.",2012
"60031941","Late Majority","High Thresh.",2013
"60031955","Late Majority","High Thresh.",2013
"60031958","Early Majority","High Thresh.",2009
"60031970","Late Majority","High Thresh.",2013
"60031975","Early Majority","High Thresh.",2006
"60031984","Late Majority","High Thresh.",2012
"60031990","Late Majority","High Thresh.",2014
"60032001","Non-Adopters","Non-Adopters",NA
"60032006","Late Majority","Very Low Thresh.",2013
"60032023","Laggards","High Thresh.",2017
"60032048","Late Majority","High Thresh.",2011
"60032053","Laggards","Low Thresh.",2016
"60032057","Late Majority","Very Low Thresh.",2012
"60032058","Late Majority","Very Low Thresh.",2012
"60032063","Non-Adopters","Non-Adopters",NA
"60032066","Non-Adopters","Non-Adopters",NA
"60032083","Early Majority","High Thresh.",2006
"60032105","Early Adopters","High Thresh.",1997
"60032114","Early Majority","Very Low Thresh.",2005
"60032116","Late Majority","High Thresh.",2012
"60032134","Late Majority","High Thresh.",2011
"60032143","Early Adopters","High Thresh.",2002
"60032144","Early Adopters","Very Low Thresh.",2001
"60032154","Laggards","Low Thresh.",2017
"60032179","Early Adopters","Low Thresh.",1997
"60032203","Early Majority","Very Low Thresh.",2008
"60032205","Laggards","Low Thresh.",2017
"60032211","Early Adopters","High Thresh.",2003
"60032215","Early Majority","Low Thresh.",2007
"60032254","Late Majority","High Thresh.",2015
"60032256","Early Majority","High Thresh.",2007
"60032270","Late Majority","High Thresh.",2013
"60032275","Non-Adopters","Non-Adopters",NA
"60032280","Early Adopters","High Thresh.",2003
"60032306","Non-Adopters","Non-Adopters",NA
"60032325","Laggards","High Thresh.",2017
"60032328","Non-Adopters","Non-Adopters",NA
"60032330","Early Adopters","High Thresh.",2004
"60032333","Non-Adopters","Non-Adopters",NA
"60032350","Early Adopters","Very Low Thresh.",1997
"60032356","Late Majority","High Thresh.",2014
"60032361","Non-Adopters","Non-Adopters",NA
"60032372","Late Majority","High Thresh.",2014
"60032373","Late Majority","High Thresh.",2012
"60032385","Non-Adopters","Non-Adopters",NA
"60032398","Late Majority","Very Low Thresh.",2014
"60032401","Non-Adopters","Non-Adopters",NA
"60032407","Non-Adopters","Non-Adopters",NA
"60032420","Early Majority","High Thresh.",2009
"60032435","Late Majority","High Thresh.",2014
"60032442","Early Majority","Very Low Thresh.",2008
"60032445","Early Adopters","Low Thresh.",2002
"60032451","Non-Adopters","Non-Adopters",NA
"60032461","Laggards","High Thresh.",2017
"60032492","Early Majority","High Thresh.",2007
"60032497","Late Majority","High Thresh.",2011
"60032499","Early Majority","High Thresh.",2008
"60032513","Late Majority","High Thresh.",2014
"60032515","Early Majority","High Thresh.",2010
"60032520","Non-Adopters","Non-Adopters",NA
"60032530","Late Majority","High Thresh.",2011
"60032542","Late Majority","Very Low Thresh.",2014
"60032543","Early Adopters","Very Low Thresh.",1997
"60032563","Late Majority","Very Low Thresh.",2014
"60032572","Early Adopters","Very Low Thresh.",2004
"60032587","Late Majority","Very Low Thresh.",2013
"60032589","Non-Adopters","Non-Adopters",NA
"60032594","Non-Adopters","Non-Adopters",NA
"60032607","Late Majority","High Thresh.",2013
"60032610","Late Majority","Very Low Thresh.",2015
"60032619","Early Majority","Low Thresh.",2008
"60032624","Early Majority","High Thresh.",2009
"60032631","Early Adopters","High Thresh.",2002
"60032632","Non-Adopters","Non-Adopters",NA
"60032633","Laggards","High Thresh.",2016
"60032679","Non-Adopters","Non-Adopters",NA
"60032694","Late Majority","High Thresh.",2014
"60032696","Early Majority","Low Thresh.",2005
"60032697","Non-Adopters","Non-Adopters",NA
"60032702","Late Majority","High Thresh.",2011
"60032706","Early Majority","Very Low Thresh.",2006
"60032713","Non-Adopters","Non-Adopters",NA
"60032717","Non-Adopters","Non-Adopters",NA
"60032724","Early Adopters","Low Thresh.",2004
"60032727","Non-Adopters","Non-Adopters",NA
"60032730","Laggards","Very Low Thresh.",2016
"60032738","Late Majority","High Thresh.",2011
"60032746","Non-Adopters","Non-Adopters",NA
"60032751","Late Majority","Very Low Thresh.",2013
"60032763","Early Majority","High Thresh.",2005
"60032775","Non-Adopters","Non-Adopters",NA
"60032784","Late Majority","High Thresh.",2015
"60032813","Non-Adopters","Non-Adopters",NA
"60032824","Non-Adopters","Non-Adopters",NA
"60032834","Early Majority","High Thresh.",2009
"60032838","Early Adopters","Low Thresh.",1997
"60032852","Non-Adopters","Non-Adopters",NA
"60032860","Non-Adopters","Non-Adopters",NA
"60032873","Laggards","High Thresh.",2017
"60032882","Late Majority","High Thresh.",2013
"60032890","Early Majority","High Thresh.",2010
"60032895","Early Adopters","High Thresh.",1998
"60032900","Non-Adopters","Non-Adopters",NA
"60032907","Early Majority","Low Thresh.",2007
"60032922","Early Adopters","High Thresh.",2004
"60032927","Non-Adopters","Non-Adopters",NA
"60032941","Early Majority","High Thresh.",2008
"60032942","Early Majority","High Thresh.",2005
"60032955","Early Majority","High Thresh.",2008
"60032962","Non-Adopters","Non-Adopters",NA
"60032964","Laggards","Very Low Thresh.",2016
"60032974","Late Majority","High Thresh.",2015
"60032975","Non-Adopters","Non-Adopters",NA
"60032980","Laggards","High Thresh.",2017
"60032987","Late Majority","Low Thresh.",2011
"60032991","Late Majority","Low Thresh.",2012
"60033005","Non-Adopters","Non-Adopters",NA
"60033010","Late Majority","High Thresh.",2014
"60033020","Early Majority","Very Low Thresh.",2007
"60033021","Early Majority","High Thresh.",2009
"60033041","Late Majority","High Thresh.",2011
"60033051","Late Majority","High Thresh.",2012
"60033061","Non-Adopters","Non-Adopters",NA
"60033080","Late Majority","High Thresh.",2011
"60033085","Late Majority","Very Low Thresh.",2015
"60033100","Early Adopters","Low Thresh.",2004
"60033113","Non-Adopters","Non-Adopters",NA
"60033114","Late Majority","Very Low Thresh.",2013
"60033124","Laggards","Low Thresh.",2016
"60033125","Early Majority","Very Low Thresh.",2005
"60033126","Non-Adopters","Non-Adopters",NA
"60033129","Early Majority","High Thresh.",2009
"60033142","Late Majority","High Thresh.",2014
"60033148","Early Adopters","Low Thresh.",2004
"60033150","Non-Adopters","Non-Adopters",NA
"60033154","Early Adopters","High Thresh.",2002
"60033159","Late Majority","High Thresh.",2012
"60033173","Non-Adopters","Non-Adopters",NA
"60033182","Early Adopters","High Thresh.",1997
"60033183","Non-Adopters","Non-Adopters",NA
"60033189","Non-Adopters","Non-Adopters",NA
"60033191","Laggards","High Thresh.",2017
"60033197","Non-Adopters","Non-Adopters",NA
"60033235","Laggards","High Thresh.",2016
"60033237","Laggards","High Thresh.",2017
"60033241","Early Adopters","Very Low Thresh.",2004
"60033267","Late Majority","High Thresh.",2015
"60033270","Late Majority","High Thresh.",2012
"60033278","Late Majority","High Thresh.",2013
"60033284","Early Majority","High Thresh.",2009
"60033292","Laggards","High Thresh.",2017
"60033293","Non-Adopters","Non-Adopters",NA
"60033313","Late Majority","High Thresh.",2015
"60033316","Early Adopters","High Thresh.",2000
"60033320","Late Majority","Very Low Thresh.",2015
"60033323","Late Majority","High Thresh.",2015
"60033350","Non-Adopters","Non-Adopters",NA
"60033356","Late Majority","Low Thresh.",2011
"60033368","Non-Adopters","Non-Adopters",NA
"60033375","Laggards","Low Thresh.",2016
"60033387","Late Majority","Very Low Thresh.",2013
"60033389","Early Adopters","Very Low Thresh.",2002
"60033399","Laggards","High Thresh.",2016
"60033409","Laggards","High Thresh.",2016
"60033415","Non-Adopters","Non-Adopters",NA
"60033419","Laggards","Very Low Thresh.",2017
"60033420","Early Adopters","Very Low Thresh.",2000
"60033432","Non-Adopters","Non-Adopters",NA
"60033461","Non-Adopters","Non-Adopters",NA
"60033473","Non-Adopters","Non-Adopters",NA
"60033476","Early Majority","High Thresh.",2006
"60033495","Non-Adopters","Non-Adopters",NA
"60033500","Non-Adopters","Non-Adopters",NA
"60033731","Non-Adopters","Non-Adopters",NA
"60034027","Late Majority","High Thresh.",2012
"60034123","Early Adopters","Low Thresh.",2004
"60034410","Late Majority","High Thresh.",2012
"60034459","Late Majority","Low Thresh.",2013
"60038472","Non-Adopters","Non-Adopters",NA
"60038812","Non-Adopters","Non-Adopters",NA
"60039507","Non-Adopters","Non-Adopters",NA
"60039580","Non-Adopters","Non-Adopters",NA
"60040957","Non-Adopters","Non-Adopters",NA
"60041097","Non-Adopters","Non-Adopters",NA
"60042351","Late Majority","Very Low Thresh.",2014
"60042547","Non-Adopters","Non-Adopters",NA
"60043008","Late Majority","High Thresh.",2012
"60043504","Late Majority","High Thresh.",2014
"60043678","Early Majority","High Thresh.",2005
"60044069","Early Adopters","Low Thresh.",2000
"60045323","Non-Adopters","Non-Adopters",NA
"60046149","Non-Adopters","Non-Adopters",NA
"60046703","Non-Adopters","Non-Adopters",NA
"60046714","Late Majority","High Thresh.",2015
"60047277","Non-Adopters","Non-Adopters",NA
"60048669","Early Majority","High Thresh.",2010
"60048717","Non-Adopters","Non-Adopters",NA
"60049800","Non-Adopters","Non-Adopters",NA
